Handle,Title,Body (HTML),Vendor,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Standard Product Type,Custom Product Type
pride-flag-trans-3x5,"Pride Flag, Trans, 3'x5'",,Alibaba,,FALSE,Title,Default ,,,,,D1628364137,0,shopify ,5,deny,manual,10,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,2.09,active,,
2-round-plastic-rpg-bases,2'' Round Plastic RPG Bases,,Alliance Game Distributors,,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,5.5,,TRUE,TRUE,762486740367,,,,,,,,,,,,,,,,,,,,,,,4.99,active,,
dungeons-dragons-5e-essentials-kit,Dungeons & Dragons 5E Essentials Kit,,Amazon,starter set,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,21.75,,TRUE,TRUE,47875101043,,,,,,,,,,,,,,,,,,,,,,,7.79,active,,
clue-the-classic-mystery-game,Clue: The Classic Mystery Game,,Amazon,,FALSE,Title,Default ,,,,,ACD HSBA5826,0,shopify ,2,deny,manual,15,,TRUE,TRUE,630509477722,,,,,,,,,,,,,,,,,,,,,,,7.9,active,,
arkham-horror-3rd-edition-core-set,Arkham Horror: 3rd Edition - Core Set,,Asmodee,starter set,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,76,,TRUE,TRUE,841333105761,,,,,,,,,,,,,,,,,,,,,,,37.42,active,,
star-wars-rpg-edge-of-the-empire-beginner-game,Star Wars RPG: Edge of the Empire - Beginner Game,,Asmodee,starter set,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,32.5,,TRUE,TRUE,29877030729,,,,,,,,,,,,,,,,,,,,,,,16.02,active,,
cyoa-war-with-the-evil-power-master,CYOA: War with the Evil Power Master,,Asmodee,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,27.25,,TRUE,TRUE,824968817711,,,,,,,,,,,,,,,,,,,,,,,13.37,active,,
gloom-of-thrones,Gloom of Thrones,,Asmodee,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,27,,TRUE,TRUE,9781589781955,,,,,,,,,,,,,,,,,,,,,,,12.48,active,,
lost-in-rlyeh,Lost in R'lyeh,,Asmodee,,FALSE,Title,Default ,,,,,AG1370,0,shopify ,1,deny,manual,16.25,,TRUE,TRUE,9781589781634,,,,,,,,,,,,,,,,,,,,,,,7.48,active,,
munchkin,Munchkin,,Asmodee,,FALSE,Title,Default ,,,,,SJG1408,0,shopify ,0,deny,manual,27,,TRUE,TRUE,8054181513349,,,,,,,,,,,,,,,,,,,,,,,13.72,active,,
murder-of-crows-second-edition,Murder of Crows Second Edition,,Asmodee,,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,16.25,,TRUE,TRUE,9781589781788,,,,,,,,,,,,,,,,,,,,,,,7.48,active,,
small-world-of-warcraft,Small World of Warcraft,,Asmodee,,FALSE,Title,Default ,,,,,DO9001,0,shopify ,0,deny,manual,65.25,,TRUE,TRUE,852906007832,,,,,,,,,,,,,,,,,,,,,,,30,active,,
ticket-to-ride-usa-1910-expansion,Ticket to Ride: USA 1910 Expansion,,Asmodee,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,21.75,,TRUE,TRUE,824968817711,,,,,,,,,,,,,,,,,,,,,,,10.69,active,,
deck-guard-double-matte-black,Deck Guard - Double Matte - Black,,BCW,sleeve,FALSE,Title,Default ,,,,,1-DGM-BLK,0,shopify ,8,deny,manual,4,,TRUE,TRUE,722626005244,,,,,,,,,,,,,,,,,,,,,,,1.52,active,,
deck-guard-double-matte-purple,Deck Guard - Double Matte - Purple,,BCW,sleeve,FALSE,Title,Default ,,,,,1-DGM-PUR,0,shopify ,8,deny,manual,4,,TRUE,TRUE,722626006517,,,,,,,,,,,,,,,,,,,,,,,1.52,active,,
deck-guard-double-matte-red,Deck Guard - Double Matte - Red,,BCW,sleeve,FALSE,Title,Default ,,,,,1-DGM-RED,0,shopify ,9,deny,manual,4,,TRUE,TRUE,722626005220,,,,,,,,,,,,,,,,,,,,,,,1.52,active,,
deck-guard-double-matte-white,Deck Guard - Double Matte - White,,BCW,sleeve,FALSE,Title,Default ,,,,,1-DGM-WHI,0,shopify ,9,deny,manual,4,,TRUE,TRUE,722626005251,,,,,,,,,,,,,,,,,,,,,,,1.52,active,,
deck-guard-elite2-anti-glare-blue,Deck Guard - Elite2 - Anti-Glare - Blue,,BCW,sleeve,FALSE,Title,Default ,,,,,1-DGEM2-BLU,0,shopify ,3,deny,manual,10,,TRUE,TRUE,722626600654,,,,,,,,,,,,,,,,,,,,,,,4.66,active,,
deck-guard-elite2-anti-glare-green,Deck Guard - Elite2 - Anti-Glare - Green,,BCW,sleeve,FALSE,Title,Default ,,,,,1-DGEM2-GRN,0,shopify ,5,deny,manual,10,,TRUE,TRUE,722626600678,,,,,,,,,,,,,,,,,,,,,,,4.66,active,,
deck-guard-elite2-anti-glare-red,Deck Guard - Elite2 - Anti-Glare - Red,,BCW,sleeve,FALSE,Title,Default ,,,,,1-DGEM2-RED,0,shopify ,4,deny,manual,10,,TRUE,TRUE,722626600692,,,,,,,,,,,,,,,,,,,,,,,4.66,active,,
deck-guard-elite2-anti-glare-teal,Deck Guard - Elite2 - Anti-Glare - Teal,,BCW,sleeve,FALSE,Title,Default ,,,,,1-DGEM2-TEL,0,shopify ,4,deny,manual,10,,TRUE,TRUE,722626600708,,,,,,,,,,,,,,,,,,,,,,,4.66,active,,
deck-guard-small-elite2-black,Deck Guard Small - Elite2 - Black,,BCW,sleeve,FALSE,Title,Default ,,,,,1-DGEG2-SM-BLK,0,shopify ,0,deny,manual,5,,TRUE,TRUE,722626604690,,,,,,,,,,,,,,,,,,,,,,,2.79,active,,
deck-guard-small-elite2-blue,Deck Guard Small - Elite2 - Blue,,BCW,sleeve,FALSE,Title,Default ,,,,,1-DGEG2-SM-BLU,0,shopify ,0,deny,manual,5,,TRUE,TRUE,722626604744,,,,,,,,,,,,,,,,,,,,,,,2.79,active,,
deck-guard-small-elite2-green,Deck Guard Small - Elite2 - Green,,BCW,sleeve,FALSE,Title,Default ,,,,,1-DGEG2-SM-GRN,0,shopify ,0,deny,manual,5,,TRUE,TRUE,722626604720,,,,,,,,,,,,,,,,,,,,,,,2.79,active,,
deck-guard-small-elite2-red,Deck Guard Small - Elite2 - Red,,BCW,sleeve,FALSE,Title,Default ,,,,,1-DGEG2-SM-RED,0,shopify ,0,deny,manual,5,,TRUE,TRUE,722626604720,,,,,,,,,,,,,,,,,,,,,,,2.79,active,,
deck-guard-small-elite2-white,Deck Guard Small - Elite2 - White,,BCW,sleeve,FALSE,Title,Default ,,,,,1-DGEG2-SM-WHI,0,shopify ,0,deny,manual,5,,TRUE,TRUE,722626604751,,,,,,,,,,,,,,,,,,,,,,,2.79,active,,
folio-4-pocket-album-black,Folio 4-Pocket Album - Black,,BCW,portfolio,FALSE,Title,Default ,,,,,1-PF4-BLK,0,shopify ,2,deny,manual,11,,TRUE,TRUE,722626600265,,,,,,,,,,,,,,,,,,,,,,,5.92,active,,
folio-4-pocket-album-blue,Folio 4-Pocket Album - Blue,,BCW,portfolio,FALSE,Title,Default ,,,,,1-PF4-BLU,0,shopify ,0,deny,manual,11,,TRUE,TRUE,722626600272,,,,,,,,,,,,,,,,,,,,,,,5.92,active,,
folio-4-pocket-album-red,Folio 4-Pocket Album - Red,,BCW,portfolio,FALSE,Title,Default ,,,,,1-PF4-RED,0,shopify ,2,deny,manual,11,,TRUE,TRUE,722626600296,,,,,,,,,,,,,,,,,,,,,,,5.92,active,,
pro-9-pocket-page-100-ct-box,Pro 9 Pocket Page (100 CT. Box),,BCW,card sheet,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,22.75,,TRUE,TRUE,722626901362,,,,,,,,,,,,,,,,,,,,,,,11.34,active,,
pro-9-pocket-page-20-ct-pack,Pro 9 Pocket Page (20 CT. Pack),,BCW,card sheet,FALSE,Title,Default ,,,,,1-PRO9T-20,0,shopify ,0,deny,manual,6,,TRUE,TRUE,722626901850,,,,,,,,,,,,,,,,,,,,,,,2.93,active,,
pro-9-pocket-page-single,Pro 9 Pocket Page Single,,BCW,card sheet,FALSE,Title,Default ,,,,,,0,shopify ,81,deny,manual,0.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0.11,active,,
bobalicious-milk-tea-handbag,Bobalicious Milk Tea Handbag,,Bewaltz (Faire),purse,FALSE,Title,Default ,,,,,653753432972,0,shopify ,3,deny,manual,25,,TRUE,TRUE,653753432972,,,,,,,,,,,,,,,,,,,,,,,10,active,,
chinese-takeout-box-handbag,Chinese Takeout Box Handbag,,Bewaltz (Faire),purse,FALSE,Title,Default ,,,,,W1625897840,0,shopify ,0,deny,manual,25,,TRUE,TRUE,653753431395,,,,,,,,,,,,,,,,,,,,,,,12,active,,
fresh-hot-popcorn-handbag,Fresh & Hot Popcorn Handbag,,Bewaltz (Faire),purse,FALSE,Title,Default ,,,,,W1625898137,0,shopify ,0,deny,manual,25,,TRUE,TRUE,653753432866,,,,,,,,,,,,,,,,,,,,,,,12,active,,
hot-sauce-rooster-handbag,Hot Sauce Rooster Handbag,,Bewaltz (Faire),purse,FALSE,Title,Default ,,,,,65375343343,0,shopify ,0,deny,manual,30,,TRUE,TRUE,65375343343,,,,,,,,,,,,,,,,,,,,,,,14,active,,
on-a-roll-sushi-crossbody-bag,On a Roll Sushi Crossbody Bag,,Bewaltz (Faire),purse,FALSE,Title,Default ,,,,,W1625898220,0,shopify ,2,deny,manual,30,,TRUE,TRUE,653753433474,,,,,,,,,,,,,,,,,,,,,,,14,active,,
play-a-tune-cassette-tape-handbag,Play a Tune Cassette Tape Handbag,,Bewaltz (Faire),purse,FALSE,Title,Default ,,,,,65375343292,0,shopify ,0,deny,manual,25,,TRUE,TRUE,65375343292,,,,,,,,,,,,,,,,,,,,,,,12,active,,
retro-8-bit-gamer-handbag-green,Retro 8-Bit Gamer Handbag - Green,,Bewaltz (Faire),purse,FALSE,Title,Default ,,,,,653753432958,0,shopify ,3,deny,manual,25,,TRUE,TRUE,653753432958,,,,,,,,,,,,,,,,,,,,,,,10,active,,
retro-8-bit-gamer-handbag-pink,Retro 8-Bit Gamer Handbag - Pink,,Bewaltz (Faire),purse,FALSE,Title,Default ,,,,,653753432941,0,shopify ,1,deny,manual,25,,TRUE,TRUE,653753432941,,,,,,,,,,,,,,,,,,,,,,,10,active,,
space-cadet-ray-gun-handbag,Space Cadet Ray Gun Handbag,,Bewaltz (Faire),purse,FALSE,Title,Default ,,,,,65375343293,0,shopify ,1,deny,manual,25,,TRUE,TRUE,65375343293,,,,,,,,,,,,,,,,,,,,,,,12,active,,
t-rex-handbag,T-Rex Handbag,,Bewaltz (Faire),purse,FALSE,Title,Default ,,,,,W1625898632,0,shopify ,1,deny,manual,25,,TRUE,TRUE,653753431418,,,,,,,,,,,,,,,,,,,,,,,12,active,,
yummy-cup-of-ramen-handbag,Yummy Cup of Ramen Handbag,,Bewaltz (Faire),purse,FALSE,Title,Default ,,,,,W1625898783,0,shopify ,4,deny,manual,30,,TRUE,TRUE,653753433443,,,,,,,,,,,,,,,,,,,,,,,14,active,,
dungeons-dragons-keychain,Dungeons & Dragons Keychain,,Bioworld,keychain,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,6.5,,TRUE,TRUE,13244216359,,,,,,,,,,,,,,,,,,,,,,,3,active,,
fallout-keychain,Fallout Keychain,,Bioworld,keychain,FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,6.5,,TRUE,TRUE,190371815317,,,,,,,,,,,,,,,,,,,,,,,3,active,,
fantastic-beast-newt-briefcase-keychain,Fantastic Beast Newt Briefcase Keychain,,Bioworld,keychain,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,13,,TRUE,TRUE,693186464706,,,,,,,,,,,,,,,,,,,,,,,2.4,active,,
nintendo-gameboy-keychain,Nintendo Gameboy Keychain,,Bioworld,keychain,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,7.5,,TRUE,TRUE,190371133732,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
nintendo-zelda-metal-keychain,Nintendo Zelda Metal Keychain,,Bioworld,keychain,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,6.5,,TRUE,TRUE,13244378279,,,,,,,,,,,,,,,,,,,,,,,3,active,,
sony-playstation-console-controller-charm-metal,Sony Playstation Console Controller Charm Metal,,Bioworld,keychain,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,7.5,,TRUE,TRUE,13244378477,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
spider-man-far-from-home-stealth-symbol-keychain,Spider-Man Far From Home Stealth Symbol Keychain,,Bioworld,keychain,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,6.5,,TRUE,TRUE,693186795381,,,,,,,,,,,,,,,,,,,,,,,3,active,,
the-nightmare-before-christmas-multi-character-enamel-keychain,The Nightmare Before Christmas Multi-Character Enamel Keychain,,Bioworld,keychain,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,10.75,,TRUE,TRUE,13244350404,,,,,,,,,,,,,,,,,,,,,,,5,active,,
zelda-shield-keychain,Zelda Shield Keychain,,Bioworld,keychain,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,6.5,,TRUE,TRUE,13244216366,,,,,,,,,,,,,,,,,,,,,,,3,active,,
avatar-the-last-airbender-lapel-pin-pack,Avatar The Last Airbender Lapel Pin Pack,,Bioworld,pin,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,13,,TRUE,TRUE,13244350220,,,,,,,,,,,,,,,,,,,,,,,6,active,,
dungeons-dragons-dice-lapel-pin,Dungeons & Dragons Dice Lapel Pin,,Bioworld,pin,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,8.75,,TRUE,TRUE,693186774522,,,,,,,,,,,,,,,,,,,,,,,4,active,,
mega-man-lapel-pin-set,Mega Man Lapel pin set,,Bioworld,pin,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,7.5,,TRUE,TRUE,693186464300,,,,,,,,,,,,,,,,,,,,,,,3.2,active,,
my-hero-academia-lapel-pin-set,My Hero Academia Lapel Pin Set,,Bioworld,pin,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,10.75,,TRUE,TRUE,843743177277,,,,,,,,,,,,,,,,,,,,,,,5,active,,
nintendo-controller-lapel-pin,Nintendo Controller Lapel Pin,,Bioworld,pin,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,8.75,,TRUE,TRUE,693186528378,,,,,,,,,,,,,,,,,,,,,,,4,active,,
nintendo-zelda-lapel-pin-set,Nintendo Zelda Lapel Pin Set,,Bioworld,pin,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,12,,TRUE,TRUE,733966066680,,,,,,,,,,,,,,,,,,,,,,,5.5,active,,
pubg-lapel-pin-set,PUBG Lapel Pin Set,,Bioworld,pin,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,10.75,,TRUE,TRUE,693186589799,,,,,,,,,,,,,,,,,,,,,,,5,active,,
star-trek-command-badge-pin,Star Trek Command Badge Pin,,Bioworld,pin,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,6.5,,TRUE,TRUE,843743190498,,,,,,,,,,,,,,,,,,,,,,,3,active,,
star-wars-boba-fet-lapel-pin-set,Star Wars Boba Fet Lapel pin Set,,Bioworld,pin,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,12,,TRUE,TRUE,693186941559,,,,,,,,,,,,,,,,,,,,,,,5.5,active,,
star-wars-mandalorian-the-child-large-3d-lapel-pin,Star Wars Mandalorian The Child Large 3D lapel pin,,Bioworld,pin,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,13,,TRUE,TRUE,13244326782,,,,,,,,,,,,,,,,,,,,,,,6,active,,
star-wars-r2d2-3-lapel-pin,Star Wars R2D2 3'' Lapel Pin,,Bioworld,pin,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,10.75,,TRUE,TRUE,13244233820,,,,,,,,,,,,,,,,,,,,,,,5,active,,
star-wars-the-mandalorian-bounty-hunter-lapel-pin,Star Wars The Mandalorian Bounty Hunter Lapel Pin,,Bioworld,pin,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,8.75,,TRUE,TRUE,13244457806,,,,,,,,,,,,,,,,,,,,,,,4,active,,
zelda-twilight-princess-3-pack-lapel-pin-set,Zelda Twilight Princess 3 Pack Lapel Pin Set,,Bioworld,pin,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,10.75,,TRUE,TRUE,13244451637,,,,,,,,,,,,,,,,,,,,,,,5,active,,
dungeons-dragons-bi-fold-chain-wallet,Dungeons & Dragons Bi-fold Chain Wallet,,Bioworld,wallet,FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,26,,TRUE,TRUE,13244336552,,,,,,,,,,,,,,,,,,,,,,,14,active,,
magic-the-gathering-bifold-chain-wallet,Magic The Gathering Bifold Chain Wallet,,Bioworld,wallet,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,30.5,,TRUE,TRUE,13244378279,,,,,,,,,,,,,,,,,,,,,,,14,active,,
my-hero-academia-ua-chain-wallet,My Hero Academia UA Chain Wallet,,Bioworld,wallet,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,30,,TRUE,TRUE,13244233752,,,,,,,,,,,,,,,,,,,,,,,14,active,,
naruto-bi-fold-chain-wallet,Naruto Bi-Fold Chain Wallet,,Bioworld,wallet,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,30.5,,TRUE,TRUE,13244329783,,,,,,,,,,,,,,,,,,,,,,,14,active,,
naruto-leaf-badge-bi-fold-wallet,Naruto Leaf Badge Bi-fold Wallet,,Bioworld,wallet,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,27.25,,TRUE,TRUE,13244336569,,,,,,,,,,,,,,,,,,,,,,,12.5,active,,
nintendo-game-boy-bi-fold-wallet,Nintendo Game Boy Bi-Fold Wallet,,Bioworld,wallet,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,21.75,,TRUE,TRUE,190371689543,,,,,,,,,,,,,,,,,,,,,,,10,active,,
spider-man-ballistic-nylon-bifold-wallet,Spider-Man Ballistic Nylon Bifold Wallet,,Bioworld,wallet,FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,21.75,,TRUE,TRUE,13244306357,,,,,,,,,,,,,,,,,,,,,,,9.5,active,,
star-wars-the-mandalorian-chain-wallets,Star Wars The Mandalorian Chain Wallets,,Bioworld,wallet,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,30.5,,TRUE,TRUE,693186567407,,,,,,,,,,,,,,,,,,,,,,,14,active,,
super-mario-vinyl-bi-fold-wallet,Super Mario Vinyl Bi-fold Wallet,,Bioworld,wallet,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,27.25,,TRUE,TRUE,887439569496,,,,,,,,,,,,,,,,,,,,,,,12.5,active,,
zelda-shield-bi-fold-wallet,Zelda Shield Bi-Fold Wallet,,Bioworld,wallet,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,20.5,,TRUE,TRUE,13244336538,,,,,,,,,,,,,,,,,,,,,,,9.5,active,,
cowboy-bebop-ein-corgi-ita-mini-backpack,Cowboy Bebop Ein Corgi ITA Mini Backpack,,Bioworld,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,54.25,,TRUE,TRUE,13244378422,,,,,,,,,,,,,,,,,,,,,,,35,active,,
my-hero-academia-ita-mini-backpack,My Hero Academia ITA Mini Backpack,,Bioworld,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,54.25,,TRUE,TRUE,693186528446,,,,,,,,,,,,,,,,,,,,,,,35,active,,
nintendo-super-mario-plush-backpack,Nintendo Super Mario Plush Backpack,,Bioworld,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,21.75,,TRUE,TRUE,190371212734,,,,,,,,,,,,,,,,,,,,,,,5.5,active,,
pac-man-large-tin-tote,PAC-MAN Large Tin Tote,,Bioworld,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,16,,TRUE,TRUE,733966095758,,,,,,,,,,,,,,,,,,,,,,,8,active,,
pikachu-ita-mini-backpack,Pikachu ITA Mini Backpack,,Bioworld,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,54.25,,TRUE,TRUE,13244233813,,,,,,,,,,,,,,,,,,,,,,,35,active,,
rainbow-dash-and-twilight-sparkle-cosplay-headband-set,Rainbow Dash and Twilight Sparkle Cosplay Headband Set,,Bioworld,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,5,,TRUE,TRUE,843743190368,,,,,,,,,,,,,,,,,,,,,,,10,active,,
star-wars-a-new-hope-large-tin-tote,Star Wars A New Hope Large Tin Tote,,Bioworld,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,16,,TRUE,TRUE,190371980961,,,,,,,,,,,,,,,,,,,,,,,8,active,,
star-wars-episode-9-10-mini-backpack,Star Wars Episode 9 10'' Mini Backpack,,Bioworld,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,10,,TRUE,TRUE,693186779701,,,,,,,,,,,,,,,,,,,,,,,5,active,,
box-set-1-1-4,Box Set #1 (#1-4),,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHCL94,0,shopify ,2,deny,manual,24,,TRUE,TRUE,9781933390949,,,,,,,,,,,,,,,,,,,,,,,11.28,active,,
box-set-3-9-12,Box Set #3 (#9-12),,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHCL96,0,shopify ,2,deny,manual,23,,TRUE,TRUE,9781933390963,,,,,,,,,,,,,,,,,,,,,,,10.81,active,,
citadel-of-whispers,Citadel of Whispers,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHCW01,0,shopify ,3,deny,manual,18,,TRUE,TRUE,9781937133924,,,,,,,,,,,,,,,,,,,,,,,8.46,active,,
dragon-day,Dragon Day,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHDRAGON19,0,shopify ,3,deny,manual,8,,TRUE,TRUE,9781933390611,,,,,,,,,,,,,,,,,,,,,,,3.75,active,,
ghost-island,Ghost Island,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHDRAGON07,0,shopify ,3,deny,manual,8,,TRUE,TRUE,9781933390574,,,,,,,,,,,,,,,,,,,,,,,3.75,active,,
house-of-danger,House of Danger,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHCL06,0,shopify ,6,deny,manual,7.5,,TRUE,TRUE,9781933390062,,,,,,,,,,,,,,,,,,,,,,,3.75,active,,
inca-gold,Inca Gold,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHCL20,0,shopify ,8,deny,manual,8,,TRUE,TRUE,9781933390208,,,,,,,,,,,,,,,,,,,,,,,3.76,active,,
journey-under-the-sea,Journey Under The Sea,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHCL02,0,shopify ,10,deny,manual,8,,TRUE,TRUE,9781933390024,,,,,,,,,,,,,,,,,,,,,,,3.8,active,,
journey-under-the-sea-board,Journey Under The Sea (Board),,Chooseco,"Choose Your Own Adventure, cyoa, board book, book",FALSE,Title,Default ,,,,,CHBB02,0,shopify ,3,deny,manual,11,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,7.05,active,,
space-and-beyond-board,Space and Beyond (Board),,Chooseco,"Choose Your Own Adventure, cyoa, board book, book",FALSE,Title,Default ,,,,,CHBB03,0,shopify ,3,deny,manual,11,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,7.05,active,,
lost-on-the-amazon,Lost on the Amazon,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHCL09,0,shopify ,6,deny,manual,7,,TRUE,TRUE,9781933390093,,,,,,,,,,,,,,,,,,,,,,,3.29,active,,
moon-quest,Moon Quest,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHCL26,0,shopify ,6,deny,manual,8,,TRUE,TRUE,9781933390260,,,,,,,,,,,,,,,,,,,,,,,3.75,active,,
mystery-of-the-maya,Mystery of the Maya,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHCL05,0,shopify ,5,deny,manual,7,,TRUE,TRUE,9781933390055,,,,,,,,,,,,,,,,,,,,,,,3.29,active,,
ninja-box,Ninja Box,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHCLNIN,0,shopify ,2,deny,manual,24,,TRUE,TRUE,9781937133702,,,,,,,,,,,,,,,,,,,,,,,11.28,active,,
pirate-treasure-of-the-onyx-dragon,Pirate Treasure of the Onyx Dragon,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHCL37,0,shopify ,6,deny,manual,8,,TRUE,TRUE,9781933390994,,,,,,,,,,,,,,,,,,,,,,,3.75,active,,
princess-island,Princess Island,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHDRAGON23,0,shopify ,4,deny,manual,8,,TRUE,TRUE,9781937133504,,,,,,,,,,,,,,,,,,,,,,,3.8125,active,,
project-ufo,Project UFO,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHCL27,0,shopify ,4,deny,manual,7,,TRUE,TRUE,9781933390277,,,,,,,,,,,,,,,,,,,,,,,3.29,active,,
return-to-haunted-house,Return to Haunted House,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHDRAGON14,0,shopify ,6,deny,manual,8,,TRUE,TRUE,9781933390406,,,,,,,,,,,,,,,,,,,,,,,3.75,active,,
sand-castle,Sand Castle,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHDRAGON09,0,shopify ,4,deny,manual,8,,TRUE,TRUE,9781933390598,,,,,,,,,,,,,,,,,,,,,,,3.8125,active,,
secret-of-the-ninja,Secret Of The Ninja,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHCL16,0,shopify ,4,deny,manual,8,,TRUE,TRUE,9781933390161,,,,,,,,,,,,,,,,,,,,,,,3.75,active,,
space-pup,Space Pup,,Chooseco,"Choose Your Own Adventure, cyoa, book",FALSE,Title,Default ,,,,,CHDRAGON20,0,shopify ,3,deny,manual,8,,TRUE,TRUE,9781937133436,,,,,,,,,,,,,,,,,,,,,,,3.75,active,,
